song,artist,url,lyrics,lyrics_text,rank,peak_rank,weeks_on_board,last_week,genre,decade,release_date,song_features,duration_ms,tempo,time_signature
Blinding Lights,The Weeknd,,[],,"{'2021-09-04': 20, '2021-08-28': 21, '2021-08-21': 18, '2021-08-14': 16, '2021-08-07': 17, '2021-07-31': 17, '2021-07-24': 17, '2021-07-17': 15, '2021-07-10': 18, '2021-07-03': 15, '2021-06-26': 17, '2021-06-19': 15, '2021-06-12': 17, '2021-06-05': 22, '2021-05-29': 23, '2021-05-22': 12, '2021-05-15': 11, '2021-05-08': 11, '2021-05-01': 13, '2021-04-24': 11, '2021-04-17': 9, '2021-04-10': 8, '2021-04-03': 6, '2021-03-27': 6, '2021-03-20': 8, '2021-03-13': 3, '2021-03-06': 5, '2021-02-27': 4, '2021-02-20': 3, '2021-02-13': 3, '2021-02-06': 3, '2021-01-30': 4, '2021-01-23': 4, '2021-01-16': 3, '2021-01-09': 3, '2020-12-26': 18, '2020-12-19': 7, '2020-12-12': 11, '2020-12-05': 9, '2020-11-28': 7, '2020-11-21': 5, '2020-11-14': 4, '2020-11-07': 5, '2020-10-31': 4, '2020-10-24': 4, '2020-10-17': 6, '2020-10-10': 6, '2020-10-03': 7, '2020-09-26': 5, '2020-09-19': 5, '2020-09-12': 5, '2020-09-05': 5, '2020-08-29': 4, '2020-08-22': 3, '2020-08-15': 4, '2020-08-08': 5, '2020-08-01': 4, '2020-07-25': 4, '2020-07-18': 2, '2020-07-11': 3, '2020-07-04': 3, '2020-06-27': 5, '2020-06-20': 3, '2020-06-13': 3, '2020-06-06': 4, '2020-05-30': 3, '2020-05-23': 4, '2020-05-16': 3, '2020-05-09': 2, '2020-05-02': 1, '2020-04-25': 1, '2020-04-18': 2, '2020-04-11': 1, '2020-04-04': 1, '2020-03-28': 2, '2020-03-21': 4, '2020-03-14': 7, '2020-03-07': 8, '2020-02-29': 10, '2020-02-22': 12, '2020-02-15': 15, '2020-02-08': 18, '2020-02-01': 21, '2020-01-25': 32, '2020-01-18': 39, '2020-01-11': 59, '2020-01-04': 72, '2019-12-28': 63, '2019-12-21': 52, '2019-12-14': 11}","{'2021-09-04': 1, '2021-08-28': 1, '2021-08-21': 1, '2021-08-14': 1, '2021-08-07': 1, '2021-07-31': 1, '2021-07-24': 1, '2021-07-17': 1, '2021-07-10': 1, '2021-07-03': 1, '2021-06-26': 1, '2021-06-19': 1, '2021-06-12': 1, '2021-06-05': 1, '2021-05-29': 1, '2021-05-22': 1, '2021-05-15': 1, '2021-05-08': 1, '2021-05-01': 1, '2021-04-24': 1, '2021-04-17': 1, '2021-04-10': 1, '2021-04-03': 1, '2021-03-27': 1, '2021-03-20': 1, '2021-03-13': 1, '2021-03-06': 1, '2021-02-27': 1, '2021-02-20': 1, '2021-02-13': 1, '2021-02-06': 1, '2021-01-30': 1, '2021-01-23': 1, '2021-01-16': 1, '2021-01-09': 1, '2020-12-26': 1, '2020-12-19': 1, '2020-12-12': 1, '2020-12-05': 1, '2020-11-28': 1, '2020-11-21': 1, '2020-11-14': 1, '2020-11-07': 1, '2020-10-31': 1, '2020-10-24': 1, '2020-10-17': 1, '2020-10-10': 1, '2020-10-03': 1, '2020-09-26': 1, '2020-09-19': 1, '2020-09-12': 1, '2020-09-05': 1, '2020-08-29': 1, '2020-08-22': 1, '2020-08-15': 1, '2020-08-08': 1, '2020-08-01': 1, '2020-07-25': 1, '2020-07-18': 1, '2020-07-11': 1, '2020-07-04': 1, '2020-06-27': 1, '2020-06-20': 1, '2020-06-13': 1, '2020-06-06': 1, '2020-05-30': 1, '2020-05-23': 1, '2020-05-16': 1, '2020-05-09': 1, '2020-05-02': 1, '2020-04-25': 1, '2020-04-18': 1, '2020-04-11': 1, '2020-04-04': 1, '2020-03-28': 2, '2020-03-21': 4, '2020-03-14': 7, '2020-03-07': 8, '2020-02-29': 10, '2020-02-22': 11, '2020-02-15': 11, '2020-02-08': 11, '2020-02-01': 11, '2020-01-25': 11, '2020-01-18': 11, '2020-01-11': 11, '2020-01-04': 11, '2019-12-28': 11, '2019-12-21': 11, '2019-12-14': 11}","{'2021-09-04': 90, '2021-08-28': 89, '2021-08-21': 88, '2021-08-14': 87, '2021-08-07': 86, '2021-07-31': 85, '2021-07-24': 84, '2021-07-17': 83, '2021-07-10': 82, '2021-07-03': 81, '2021-06-26': 80, '2021-06-19': 79, '2021-06-12': 78, '2021-06-05': 77, '2021-05-29': 76, '2021-05-22': 75, '2021-05-15': 74, '2021-05-08': 73, '2021-05-01': 72, '2021-04-24': 71, '2021-04-17': 70, '2021-04-10': 69, '2021-04-03': 68, '2021-03-27': 67, '2021-03-20': 66, '2021-03-13': 65, '2021-03-06': 64, '2021-02-27': 63, '2021-02-20': 62, '2021-02-13': 61, '2021-02-06': 60, '2021-01-30': 59, '2021-01-23': 58, '2021-01-16': 57, '2021-01-09': 56, '2020-12-26': 55, '2020-12-19': 54, '2020-12-12': 53, '2020-12-05': 52, '2020-11-28': 51, '2020-11-21': 50, '2020-11-14': 49, '2020-11-07': 48, '2020-10-31': 47, '2020-10-24': 46, '2020-10-17': 45, '2020-10-10': 44, '2020-10-03': 43, '2020-09-26': 42, '2020-09-19': 41, '2020-09-12': 40, '2020-09-05': 39, '2020-08-29': 38, '2020-08-22': 37, '2020-08-15': 36, '2020-08-08': 35, '2020-08-01': 34, '2020-07-25': 33, '2020-07-18': 32, '2020-07-11': 31, '2020-07-04': 30, '2020-06-27': 29, '2020-06-20': 28, '2020-06-13': 27, '2020-06-06': 26, '2020-05-30': 25, '2020-05-23': 24, '2020-05-16': 23, '2020-05-09': 22, '2020-05-02': 21, '2020-04-25': 20, '2020-04-18': 19, '2020-04-11': 18, '2020-04-04': 17, '2020-03-28': 16, '2020-03-21': 15, '2020-03-14': 14, '2020-03-07': 13, '2020-02-29': 12, '2020-02-22': 11, '2020-02-15': 10, '2020-02-08': 9, '2020-02-01': 8, '2020-01-25': 7, '2020-01-18': 6, '2020-01-11': 5, '2020-01-04': 4, '2019-12-28': 3, '2019-12-21': 2, '2019-12-14': 1}","{'2021-09-04': 21.0, '2021-08-28': 18.0, '2021-08-21': 16.0, '2021-08-14': 17.0, '2021-08-07': 17.0, '2021-07-31': 17.0, '2021-07-24': 15.0, '2021-07-17': 18.0, '2021-07-10': 15.0, '2021-07-03': 17.0, '2021-06-26': 15.0, '2021-06-19': 17.0, '2021-06-12': 22.0, '2021-06-05': 23.0, '2021-05-29': 12.0, '2021-05-22': 11.0, '2021-05-15': 11.0, '2021-05-08': 13.0, '2021-05-01': 11.0, '2021-04-24': 9.0, '2021-04-17': 8.0, '2021-04-10': 6.0, '2021-04-03': 6.0, '2021-03-27': 8.0, '2021-03-20': 3.0, '2021-03-13': 5.0, '2021-03-06': 4.0, '2021-02-27': 3.0, '2021-02-20': 3.0, '2021-02-13': 3.0, '2021-02-06': 4.0, '2021-01-30': 4.0, '2021-01-23': 3.0, '2021-01-16': 3.0, '2021-01-09': nan, '2020-12-26': 7.0, '2020-12-19': 11.0, '2020-12-12': 9.0, '2020-12-05': 7.0, '2020-11-28': 5.0, '2020-11-21': 4.0, '2020-11-14': 5.0, '2020-11-07': 4.0, '2020-10-31': 4.0, '2020-10-24': 6.0, '2020-10-17': 6.0, '2020-10-10': 7.0, '2020-10-03': 5.0, '2020-09-26': 5.0, '2020-09-19': 5.0, '2020-09-12': 5.0, '2020-09-05': 4.0, '2020-08-29': 3.0, '2020-08-22': 4.0, '2020-08-15': 5.0, '2020-08-08': 4.0, '2020-08-01': 4.0, '2020-07-25': 2.0, '2020-07-18': 3.0, '2020-07-11': 3.0, '2020-07-04': 5.0, '2020-06-27': 3.0, '2020-06-20': 3.0, '2020-06-13': 4.0, '2020-06-06': 3.0, '2020-05-30': 4.0, '2020-05-23': 3.0, '2020-05-16': 2.0, '2020-05-09': 1.0, '2020-05-02': 1.0, '2020-04-25': 2.0, '2020-04-18': 1.0, '2020-04-11': 1.0, '2020-04-04': 2.0, '2020-03-28': 4.0, '2020-03-21': 7.0, '2020-03-14': 8.0, '2020-03-07': 10.0, '2020-02-29': 12.0, '2020-02-22': 15.0, '2020-02-15': 18.0, '2020-02-08': 21.0, '2020-02-01': 32.0, '2020-01-25': 39.0, '2020-01-18': 59.0, '2020-01-11': 72.0, '2020-01-04': 63.0, '2019-12-28': 52.0, '2019-12-21': 11.0, '2019-12-14': nan}","['canadian contemporary r&b', 'canadian pop', 'pop']",2020.0,2020-03-20,"{'danceability': 0.514, 'energy': 0.73, 'key': 1, 'loudness': -5.934, 'mode': 1, 'speechiness': 0.0598, 'acousticness': 0.00146, 'instrumentalness': 9.54e-05, 'liveness': 0.0897, 'valence': 0.334, 'tempo': 171.005, 'type': 'audio_features', 'id': '0VjIjW4GlUZAMYd2vXMi3b', 'uri': 'spotify:track:0VjIjW4GlUZAMYd2vXMi3b', 'track_href': 'https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b', 'duration_ms': 200040, 'time_signature': 4}",200040.0,171.005,4.0
Radioactive,Imagine Dragons,https://genius.com/Imagine-dragons-radioactive-lyrics,"[('[Intro]', 'whoa, oh-oh whoa, oh-oh whoa, oh-oh whoa'), ('[Verse 1]', ""i'm waking up to ash and dust i wipe my brow and i sweat my rust i'm breathing in the chemicals""), ('[Refrain]', ""i'm breaking in, shaping up then checking out on the prison bus this is it, the apocalypse whoa""), ('[Pre-Chorus]', ""i'm waking up, i feel it in my bones enough to make my system blow welcome to the new age, to the new age welcome to the new age, to the new age""), ('[Chorus]', ""whoa-oh, whoa i'm radioactive, radioactive whoa-oh, whoa i'm radioactive, radioactive""), ('[Verse 2]', ""i raise my flags, dye my clothes it's a revolution, i suppose we're painted red to fit right in whoa""), ('[Refrain]', ""i'm breaking in, shaping up then checking out on the prison bus this is it, the apocalypse whoa""), ('[Pre-Chorus]', ""i'm waking up, i feel it in my bones enough to make my system blow welcome to the new age, to the new age welcome to the new age, to the new age""), ('[Chorus]', ""whoa-oh, whoa i'm radioactive, radioactive whoa-oh, whoa i'm radioactive, radioactive""), ('[Bridge]', ""all systems go, the sun hasn't died deep in my bones, straight from inside""), ('[Pre-Chorus]', ""i'm waking up, i feel it in my bones enough to make my system blow welcome to the new age, to the new age welcome to the new age, to the new age""), ('[Chorus]', ""whoa-oh, whoa i'm radioactive, radioactive whoa-oh, whoa i'm radioactive, radioactive"")]","whoa, oh-oh whoa, oh-oh whoa, oh-oh whoa i'm waking up to ash and dust i wipe my brow and i sweat my rust i'm breathing in the chemicals i'm breaking in, shaping up then checking out on the prison bus this is it, the apocalypse whoa i'm waking up, i feel it in my bones enough to make my system blow welcome to the new age, to the new age welcome to the new age, to the new age whoa-oh, whoa i'm radioactive, radioactive whoa-oh, whoa i'm radioactive, radioactive i raise my flags, dye my clothes it's a revolution, i suppose we're painted red to fit right in whoa i'm breaking in, shaping up then checking out on the prison bus this is it, the apocalypse whoa i'm waking up, i feel it in my bones enough to make my system blow welcome to the new age, to the new age welcome to the new age, to the new age whoa-oh, whoa i'm radioactive, radioactive whoa-oh, whoa i'm radioactive, radioactive all systems go, the sun hasn't died deep in my bones, straight from inside i'm waking up, i feel it in my bones enough to make my system blow welcome to the new age, to the new age welcome to the new age, to the new age whoa-oh, whoa i'm radioactive, radioactive whoa-oh, whoa i'm radioactive, radioactive","{'2014-05-10': 49, '2014-05-03': 48, '2014-04-26': 42, '2014-04-19': 39, '2014-04-12': 37, '2014-04-05': 33, '2014-03-29': 33, '2014-03-22': 31, '2014-03-15': 27, '2014-03-08': 27, '2014-03-01': 26, '2014-02-22': 23, '2014-02-15': 13, '2014-02-08': 33, '2014-02-01': 41, '2014-01-25': 31, '2014-01-18': 24, '2014-01-11': 25, '2014-01-04': 31, '2013-12-28': 30, '2013-12-21': 25, '2013-12-14': 25, '2013-12-07': 24, '2013-11-30': 20, '2013-11-23': 23, '2013-11-16': 21, '2013-11-09': 16, '2013-11-02': 16, '2013-10-26': 15, '2013-10-19': 15, '2013-10-12': 14, '2013-10-05': 14, '2013-09-28': 13, '2013-09-21': 12, '2013-09-14': 9, '2013-09-07': 5, '2013-08-31': 4, '2013-08-24': 3, '2013-08-17': 3, '2013-08-10': 4, '2013-08-03': 3, '2013-07-27': 4, '2013-07-20': 4, '2013-07-13': 4, '2013-07-06': 3, '2013-06-29': 4, '2013-06-22': 6, '2013-06-15': 8, '2013-06-08': 9, '2013-06-01': 8, '2013-05-25': 8, '2013-05-18': 8, '2013-05-11': 10, '2013-05-04': 12, '2013-04-27': 14, '2013-04-20': 11, '2013-04-13': 7, '2013-04-06': 15, '2013-03-30': 18, '2013-03-23': 17, '2013-03-16': 20, '2013-03-09': 22, '2013-03-02': 37, '2013-02-23': 33, '2013-02-16': 33, '2013-02-09': 34, '2013-02-02': 36, '2013-01-26': 41, '2013-01-19': 49, '2013-01-12': 51, '2013-01-05': 52, '2012-12-29': 55, '2012-12-22': 65, '2012-12-15': 72, '2012-12-08': 76, '2012-12-01': 71, '2012-11-24': 83, '2012-11-17': 87, '2012-11-10': 90, '2012-11-03': 93, '2012-10-27': 90, '2012-10-20': 98, '2012-10-13': 95, '2012-10-06': 93, '2012-09-29': 91, '2012-08-25': 98, '2012-08-18': 93}","{'2014-05-10': 3, '2014-05-03': 3, '2014-04-26': 3, '2014-04-19': 3, '2014-04-12': 3, '2014-04-05': 3, '2014-03-29': 3, '2014-03-22': 3, '2014-03-15': 3, '2014-03-08': 3, '2014-03-01': 3, '2014-02-22': 3, '2014-02-15': 3, '2014-02-08': 3, '2014-02-01': 3, '2014-01-25': 3, '2014-01-18': 3, '2014-01-11': 3, '2014-01-04': 3, '2013-12-28': 3, '2013-12-21': 3, '2013-12-14': 3, '2013-12-07': 3, '2013-11-30': 3, '2013-11-23': 3, '2013-11-16': 3, '2013-11-09': 3, '2013-11-02': 3, '2013-10-26': 3, '2013-10-19': 3, '2013-10-12': 3, '2013-10-05': 3, '2013-09-28': 3, '2013-09-21': 3, '2013-09-14': 3, '2013-09-07': 3, '2013-08-31': 3, '2013-08-24': 3, '2013-08-17': 3, '2013-08-10': 3, '2013-08-03': 3, '2013-07-27': 3, '2013-07-20': 3, '2013-07-13': 3, '2013-07-06': 3, '2013-06-29': 4, '2013-06-22': 6, '2013-06-15': 7, '2013-06-08': 7, '2013-06-01': 7, '2013-05-25': 7, '2013-05-18': 7, '2013-05-11': 7, '2013-05-04': 7, '2013-04-27': 7, '2013-04-20': 7, '2013-04-13': 7, '2013-04-06': 15, '2013-03-30': 17, '2013-03-23': 17, '2013-03-16': 20, '2013-03-09': 22, '2013-03-02': 33, '2013-02-23': 33, '2013-02-16': 33, '2013-02-09': 34, '2013-02-02': 36, '2013-01-26': 41, '2013-01-19': 49, '2013-01-12': 51, '2013-01-05': 52, '2012-12-29': 55, '2012-12-22': 65, '2012-12-15': 71, '2012-12-08': 71, '2012-12-01': 71, '2012-11-24': 83, '2012-11-17': 87, '2012-11-10': 90, '2012-11-03': 90, '2012-10-27': 90, '2012-10-20': 91, '2012-10-13': 91, '2012-10-06': 91, '2012-09-29': 91, '2012-08-25': 93, '2012-08-18': 93}","{'2014-05-10': 87, '2014-05-03': 86, '2014-04-26': 85, '2014-04-19': 84, '2014-04-12': 83, '2014-04-05': 82, '2014-03-29': 81, '2014-03-22': 80, '2014-03-15': 79, '2014-03-08': 78, '2014-03-01': 77, '2014-02-22': 76, '2014-02-15': 75, '2014-02-08': 74, '2014-02-01': 73, '2014-01-25': 72, '2014-01-18': 71, '2014-01-11': 70, '2014-01-04': 69, '2013-12-28': 68, '2013-12-21': 67, '2013-12-14': 66, '2013-12-07': 65, '2013-11-30': 64, '2013-11-23': 63, '2013-11-16': 62, '2013-11-09': 61, '2013-11-02': 60, '2013-10-26': 59, '2013-10-19': 58, '2013-10-12': 57, '2013-10-05': 56, '2013-09-28': 55, '2013-09-21': 54, '2013-09-14': 53, '2013-09-07': 52, '2013-08-31': 51, '2013-08-24': 50, '2013-08-17': 49, '2013-08-10': 48, '2013-08-03': 47, '2013-07-27': 46, '2013-07-20': 45, '2013-07-13': 44, '2013-07-06': 43, '2013-06-29': 42, '2013-06-22': 41, '2013-06-15': 40, '2013-06-08': 39, '2013-06-01': 38, '2013-05-25': 37, '2013-05-18': 36, '2013-05-11': 35, '2013-05-04': 34, '2013-04-27': 33, '2013-04-20': 32, '2013-04-13': 31, '2013-04-06': 30, '2013-03-30': 29, '2013-03-23': 28, '2013-03-16': 27, '2013-03-09': 26, '2013-03-02': 25, '2013-02-23': 24, '2013-02-16': 23, '2013-02-09': 22, '2013-02-02': 21, '2013-01-26': 20, '2013-01-19': 19, '2013-01-12': 18, '2013-01-05': 17, '2012-12-29': 16, '2012-12-22': 15, '2012-12-15': 14, '2012-12-08': 13, '2012-12-01': 12, '2012-11-24': 11, '2012-11-17': 10, '2012-11-10': 9, '2012-11-03': 8, '2012-10-27': 7, '2012-10-20': 6, '2012-10-13': 5, '2012-10-06': 4, '2012-09-29': 3, '2012-08-25': 2, '2012-08-18': 1}","{'2014-05-10': 48.0, '2014-05-03': 42.0, '2014-04-26': 39.0, '2014-04-19': 37.0, '2014-04-12': 33.0, '2014-04-05': 33.0, '2014-03-29': 31.0, '2014-03-22': 27.0, '2014-03-15': 27.0, '2014-03-08': 26.0, '2014-03-01': 23.0, '2014-02-22': 13.0, '2014-02-15': 33.0, '2014-02-08': 41.0, '2014-02-01': 31.0, '2014-01-25': 24.0, '2014-01-18': 25.0, '2014-01-11': 31.0, '2014-01-04': 30.0, '2013-12-28': 25.0, '2013-12-21': 25.0, '2013-12-14': 24.0, '2013-12-07': 20.0, '2013-11-30': 23.0, '2013-11-23': 21.0, '2013-11-16': 16.0, '2013-11-09': 16.0, '2013-11-02': 15.0, '2013-10-26': 15.0, '2013-10-19': 14.0, '2013-10-12': 14.0, '2013-10-05': 13.0, '2013-09-28': 12.0, '2013-09-21': 9.0, '2013-09-14': 5.0, '2013-09-07': 4.0, '2013-08-31': 3.0, '2013-08-24': 3.0, '2013-08-17': 4.0, '2013-08-10': 3.0, '2013-08-03': 4.0, '2013-07-27': 4.0, '2013-07-20': 4.0, '2013-07-13': 3.0, '2013-07-06': 4.0, '2013-06-29': 6.0, '2013-06-22': 8.0, '2013-06-15': 9.0, '2013-06-08': 8.0, '2013-06-01': 8.0, '2013-05-25': 8.0, '2013-05-18': 10.0, '2013-05-11': 12.0, '2013-05-04': 14.0, '2013-04-27': 11.0, '2013-04-20': 7.0, '2013-04-13': 15.0, '2013-04-06': 18.0, '2013-03-30': 17.0, '2013-03-23': 20.0, '2013-03-16': 22.0, '2013-03-09': 37.0, '2013-03-02': 33.0, '2013-02-23': 33.0, '2013-02-16': 34.0, '2013-02-09': 36.0, '2013-02-02': 41.0, '2013-01-26': 49.0, '2013-01-19': 51.0, '2013-01-12': 52.0, '2013-01-05': 55.0, '2012-12-29': 65.0, '2012-12-22': 72.0, '2012-12-15': 76.0, '2012-12-08': 71.0, '2012-12-01': 83.0, '2012-11-24': 87.0, '2012-11-17': 90.0, '2012-11-10': 93.0, '2012-11-03': 90.0, '2012-10-27': 98.0, '2012-10-20': 95.0, '2012-10-13': 93.0, '2012-10-06': 91.0, '2012-09-29': nan, '2012-08-25': 93.0, '2012-08-18': nan}","['modern rock', 'rock']",2010.0,2012-09-04,"{'danceability': 0.448, 'energy': 0.784, 'key': 9, 'loudness': -3.686, 'mode': 1, 'speechiness': 0.0627, 'acousticness': 0.106, 'instrumentalness': 0.000108, 'liveness': 0.668, 'valence': 0.236, 'tempo': 136.245, 'type': 'audio_features', 'id': '4G8gkOterJn0Ywt6uhqbhp', 'uri': 'spotify:track:4G8gkOterJn0Ywt6uhqbhp', 'track_href': 'https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp', 'duration_ms': 186813, 'time_signature': 4}",186813.0,136.245,4.0
