song,artist,url,lyrics,lyrics_text,rank,peak_rank,weeks_on_board,last_week,genre,decade,release_date,song_features,duration_ms,tempo,time_signature
Something To Be Proud Of,Montgomery Gentry,https://genius.com/Montgomery-gentry-something-to-be-proud-of-lyrics,"[('[Verse 1]', ""there's a story that my daddy tells religiously like clockwork every time he see's an opening in a conversation, 'bout the way things used to be""), ('[Verse 2]', ""well i just roll my eyes and make a b-line for the door but i'd always end up starry eyed and cross legged on the floor hanging onto every word, man the things i heard""), ('[Bridge 1]', 'it was harder times and longer days five miles to school uphill both ways we were  cane-switch raised  and dirt floor poor course that was back before the war'), ('[Pre-Chorus 1]', ""yea your uncle and i made quite a pair flying f-15's through hostile air he went down but they missed me by a hair he'd always stop right there and say""), ('[Chorus]', ""that's something to be proud of that's a life you can hang your hat on as your chins held high as the tears fall down gut sucked in, chest stuck out like a small town flag a flying or a new born baby crying in the arms of the woman that you love that's something to be proud of""), ('[Verse 3]', ""son graduating college, that was momma's dream and i was on my way to anywhere else when i turned eighteen cause when you got a fast car, and think you got everything""), ('[Verse 4]', ""i learned real quick those gto's don't run off faith i ended up broken down in some town north of l.a working maximum hours, for minimum wage""), ('[Bridge 2]', 'well i fell in love next thing i know the babies came and the car got sold sure do miss that old hot rod but you sure save gas in them foreign jobs'), ('[Pre-Chorus 2]', ""dad i wonder if i ever let you down if you're ashamed how i turned out well he lowered his voice, then he raised his brow said let me tell you right now""), ('[Chorus 2]', ""that's something to be proud of that's a life you can hang your hat on you don't need to make a million just be thankful to be working if you're doing what you're able putting food there on the table and providing for the family that you love that's something to be proud of""), ('[Pre-Chorus 3]', 'and if all you ever really do is the best you can well, you did it man'), ('[Chorus]', ""that's something to be proud of that's a life you can hang your hat on as your chins held high as the tears fall down gut sucked in, chest stuck out like a small town flag a flying or a new born baby crying in the arms of the woman that you love that's something to be proud of""), ('[Outro]', ""that's something to be proud of now that's something to be proud of that's something to be proud of now that's something to be proud of"")]","there's a story that my daddy tells religiously like clockwork every time he see's an opening in a conversation, 'bout the way things used to be well i just roll my eyes and make a b-line for the door but i'd always end up starry eyed and cross legged on the floor hanging onto every word, man the things i heard it was harder times and longer days five miles to school uphill both ways we were  cane-switch raised  and dirt floor poor course that was back before the war yea your uncle and i made quite a pair flying f-15's through hostile air he went down but they missed me by a hair he'd always stop right there and say that's something to be proud of that's a life you can hang your hat on as your chins held high as the tears fall down gut sucked in, chest stuck out like a small town flag a flying or a new born baby crying in the arms of the woman that you love that's something to be proud of son graduating college, that was momma's dream and i was on my way to anywhere else when i turned eighteen cause when you got a fast car, and think you got everything i learned real quick those gto's don't run off faith i ended up broken down in some town north of l.a working maximum hours, for minimum wage well i fell in love next thing i know the babies came and the car got sold sure do miss that old hot rod but you sure save gas in them foreign jobs dad i wonder if i ever let you down if you're ashamed how i turned out well he lowered his voice, then he raised his brow said let me tell you right now that's something to be proud of that's a life you can hang your hat on you don't need to make a million just be thankful to be working if you're doing what you're able putting food there on the table and providing for the family that you love that's something to be proud of and if all you ever really do is the best you can well, you did it man that's something to be proud of that's a life you can hang your hat on as your chins held high as the tears fall down gut sucked in, chest stuck out like a small town flag a flying or a new born baby crying in the arms of the woman that you love that's something to be proud of that's something to be proud of now that's something to be proud of that's something to be proud of now that's something to be proud of","{'2005-12-17': 75, '2005-12-10': 78, '2005-12-03': 74, '2005-11-26': 74, '2005-11-19': 62, '2005-11-12': 61, '2005-11-05': 58, '2005-10-29': 58, '2005-10-22': 52, '2005-10-15': 41, '2005-10-08': 46, '2005-10-01': 46, '2005-09-24': 52, '2005-09-17': 57, '2005-09-10': 64, '2005-09-03': 72, '2005-08-27': 84, '2005-08-20': 82, '2005-08-13': 92, '2005-08-06': 96}","{'2005-12-17': 41, '2005-12-10': 41, '2005-12-03': 41, '2005-11-26': 41, '2005-11-19': 41, '2005-11-12': 41, '2005-11-05': 41, '2005-10-29': 41, '2005-10-22': 41, '2005-10-15': 41, '2005-10-08': 46, '2005-10-01': 46, '2005-09-24': 52, '2005-09-17': 57, '2005-09-10': 64, '2005-09-03': 72, '2005-08-27': 82, '2005-08-20': 82, '2005-08-13': 92, '2005-08-06': 96}","{'2005-12-17': 20, '2005-12-10': 19, '2005-12-03': 18, '2005-11-26': 17, '2005-11-19': 16, '2005-11-12': 15, '2005-11-05': 14, '2005-10-29': 13, '2005-10-22': 12, '2005-10-15': 11, '2005-10-08': 10, '2005-10-01': 9, '2005-09-24': 8, '2005-09-17': 7, '2005-09-10': 6, '2005-09-03': 5, '2005-08-27': 4, '2005-08-20': 3, '2005-08-13': 2, '2005-08-06': 1}","{'2005-12-17': 78.0, '2005-12-10': 74.0, '2005-12-03': 74.0, '2005-11-26': 62.0, '2005-11-19': 61.0, '2005-11-12': 58.0, '2005-11-05': 58.0, '2005-10-29': 52.0, '2005-10-22': 41.0, '2005-10-15': 46.0, '2005-10-08': 46.0, '2005-10-01': 52.0, '2005-09-24': 57.0, '2005-09-17': 64.0, '2005-09-10': 72.0, '2005-09-03': 84.0, '2005-08-27': 82.0, '2005-08-20': 92.0, '2005-08-13': 96.0, '2005-08-06': nan}","['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",2000.0,2004-05-18,"{'danceability': 0.645, 'energy': 0.693, 'key': 0, 'loudness': -6.481, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.0811, 'instrumentalness': 1.22e-05, 'liveness': 0.175, 'valence': 0.553, 'tempo': 97.555, 'type': 'audio_features', 'id': '4D8uIY6Wzj7dJDaw0dW0UF', 'uri': 'spotify:track:4D8uIY6Wzj7dJDaw0dW0UF', 'track_href': 'https://api.spotify.com/v1/tracks/4D8uIY6Wzj7dJDaw0dW0UF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4D8uIY6Wzj7dJDaw0dW0UF', 'duration_ms': 256600, 'time_signature': 4}",256600.0,97.555,4.0
Just The Girl,The Click Five,https://genius.com/The-click-five-just-the-girl-lyrics,"[('[Verse 1]', ""she's cold and she's cruel but she knows what she's doin' she pushed me in the pool at our last school reunion she laughs at my dreams but i dream about her laughter strange as it seems she's the one i'm after""), ('[Chorus]', ""'cause she's bittersweet she knocks me off of my feet and i can't help myself i don't want anyone else she's a mystery she's too much for me but i keep comin' back for more she's just the girl i'm lookin' for""), ('[Verse 2]', ""she can't keep a secret for more than an hour she runs on one-hundred   proof attitude power and the more she ignores me the more i adore her what can i do? i'd do anything for her""), ('[Chorus]', ""'cause she's bittersweet she knocks me off of my feet and i can't help myself i don't want anyone else she's a mystery she's too much for me but i keep comin' back for more she's just the girl i'm lookin' for""), ('[Bridge]', ""and when she sees it's me on her caller id she won't pick up the phone she'd rather be alone but i can't give up just yet 'cause every word she's ever said is still ringin' in my head still ringin' in my head she's cold and she's cruel but she knows what she's doin' knows just what to say so my whole day is ruined""), ('[Chorus]', ""'cause she's bittersweet she knocks me off of my feet and i can't help myself i don't want anyone else she's a mystery she's too much for me but i keep comin' back for more 'cause she's bittersweet she knocks me off of my feet and i can't help myself i don't want anyone else she's a mystery she's too much for me but i keep comin' back for more oh, i keep comin' back for more she's just the girl i'm lookin' for just the girl i'm lookin' for""), ('[Outro]', ""(just the girl) i'm lookin' for (she's just the girl) i'm lookin' for (just the girl) i'm lookin' for just the girl i'm lookin' for"")]","she's cold and she's cruel but she knows what she's doin' she pushed me in the pool at our last school reunion she laughs at my dreams but i dream about her laughter strange as it seems she's the one i'm after 'cause she's bittersweet she knocks me off of my feet and i can't help myself i don't want anyone else she's a mystery she's too much for me but i keep comin' back for more she's just the girl i'm lookin' for she can't keep a secret for more than an hour she runs on one-hundred   proof attitude power and the more she ignores me the more i adore her what can i do? i'd do anything for her 'cause she's bittersweet she knocks me off of my feet and i can't help myself i don't want anyone else she's a mystery she's too much for me but i keep comin' back for more she's just the girl i'm lookin' for and when she sees it's me on her caller id she won't pick up the phone she'd rather be alone but i can't give up just yet 'cause every word she's ever said is still ringin' in my head still ringin' in my head she's cold and she's cruel but she knows what she's doin' knows just what to say so my whole day is ruined 'cause she's bittersweet she knocks me off of my feet and i can't help myself i don't want anyone else she's a mystery she's too much for me but i keep comin' back for more 'cause she's bittersweet she knocks me off of my feet and i can't help myself i don't want anyone else she's a mystery she's too much for me but i keep comin' back for more oh, i keep comin' back for more she's just the girl i'm lookin' for just the girl i'm lookin' for (just the girl) i'm lookin' for (she's just the girl) i'm lookin' for (just the girl) i'm lookin' for just the girl i'm lookin' for","{'2005-12-10': 71, '2005-12-03': 83, '2005-11-26': 68, '2005-11-19': 61, '2005-11-12': 52, '2005-11-05': 51, '2005-10-29': 54, '2005-10-22': 35, '2005-10-15': 33, '2005-10-08': 33, '2005-10-01': 35, '2005-09-24': 31, '2005-09-17': 20, '2005-09-10': 11, '2005-09-03': 11, '2005-08-27': 21, '2005-08-20': 21, '2005-08-13': 52, '2005-08-06': 68, '2005-07-30': 83}","{'2005-12-10': 11, '2005-12-03': 11, '2005-11-26': 11, '2005-11-19': 11, '2005-11-12': 11, '2005-11-05': 11, '2005-10-29': 11, '2005-10-22': 11, '2005-10-15': 11, '2005-10-08': 11, '2005-10-01': 11, '2005-09-24': 11, '2005-09-17': 11, '2005-09-10': 11, '2005-09-03': 11, '2005-08-27': 21, '2005-08-20': 21, '2005-08-13': 52, '2005-08-06': 68, '2005-07-30': 83}","{'2005-12-10': 20, '2005-12-03': 19, '2005-11-26': 18, '2005-11-19': 17, '2005-11-12': 16, '2005-11-05': 15, '2005-10-29': 14, '2005-10-22': 13, '2005-10-15': 12, '2005-10-08': 11, '2005-10-01': 10, '2005-09-24': 9, '2005-09-17': 8, '2005-09-10': 7, '2005-09-03': 6, '2005-08-27': 5, '2005-08-20': 4, '2005-08-13': 3, '2005-08-06': 2, '2005-07-30': 1}","{'2005-12-10': 83.0, '2005-12-03': 68.0, '2005-11-26': 61.0, '2005-11-19': 52.0, '2005-11-12': 51.0, '2005-11-05': 54.0, '2005-10-29': 35.0, '2005-10-22': 33.0, '2005-10-15': 33.0, '2005-10-08': 35.0, '2005-10-01': 31.0, '2005-09-24': 20.0, '2005-09-17': 11.0, '2005-09-10': 11.0, '2005-09-03': 21.0, '2005-08-27': 21.0, '2005-08-20': 52.0, '2005-08-13': 68.0, '2005-08-06': 83.0, '2005-07-30': nan}","['boy band', 'neo mellow', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",2000.0,2005-08-08,"{'danceability': 0.571, 'energy': 0.89, 'key': 9, 'loudness': -1.6, 'mode': 1, 'speechiness': 0.0395, 'acousticness': 0.00509, 'instrumentalness': 0, 'liveness': 0.0769, 'valence': 0.751, 'tempo': 110.958, 'type': 'audio_features', 'id': '1JURww012QnWAw0zZXi6Aa', 'uri': 'spotify:track:1JURww012QnWAw0zZXi6Aa', 'track_href': 'https://api.spotify.com/v1/tracks/1JURww012QnWAw0zZXi6Aa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1JURww012QnWAw0zZXi6Aa', 'duration_ms': 234147, 'time_signature': 4}",234147.0,110.958,4.0
Play,David Banner,https://genius.com/David-banner-play-lyrics,"[('[Chorus]', ""cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl""), ('[Verse 1]', ""finger fuck your pussy like you want some, girl work it like a nigga straight licking on your pearl i wanna see you cum in the middle of the dance floor your nigga can't fuck, what you think your finger made for? i'ma beat that pussy up you get it wet enough, and i might lick it up lickey, lickey, lickey, like a peppermint swirl lick that clit cum girl uh, i wanna see your legs shake take you to the crib, we can fuck 'til the bed break uh, we can fuck until your pussy ache think about the type right now, girl, mastur (uh uh) bate for a nigga freak you in the clubs stop worrying about them other hoes it's me in your world work that clit cum girl""), ('[Chorus]', ""cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl""), ('[Verse 2]', ""cum when you're feeling good, lick it all off catch it in your mouth, like your last name moss play with the nitty girl, stick it on in i'm feeling real freaky girl, bring your friends i'm 'bout to knock 'em down like 1, 2, 3 it ain't nothin' to a pimp, girl, play with the g-spot make it hot, gon on, get your girl, sheryl bring your clique cum girl and i'ma make 'em all cum beat it like mr. collipark on the drums i'mma beat it like mike when he fucked billie jean work it, work it, work it, til you make that pussy cream move it to the right, move your finger to the left work it all around til your ass outta breath i ain't tripping on ya baby, put some dick in your world work that clit cum girl""), ('[Chorus]', ""cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl""), ('[Verse 3]', ""bend it on over, lemme see it from the back work your thumb in it girl, i love it like that freaky ass hoes love freaky ass men baby work it slow, lemme see it going in then you pull it out, put your fingers in your mouth you make a nigga wanna fuck your ass on the couch while we're still in the club, show your pussy love work that clit cum girl go on and hit the dance floor open up wide, lemme show you what's it made for uh, work your finger like a donkey lemme see you play, play with your monkey damn, cause your ass so chunky bring it here sweaty, cause i love it when it's funky i'ma put some dick in your world work that clit cum girl""), ('[Chorus]', ""cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl""), ('[Outro]', 'work that clit cum girl')]","cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl finger fuck your pussy like you want some, girl work it like a nigga straight licking on your pearl i wanna see you cum in the middle of the dance floor your nigga can't fuck, what you think your finger made for? i'ma beat that pussy up you get it wet enough, and i might lick it up lickey, lickey, lickey, like a peppermint swirl lick that clit cum girl uh, i wanna see your legs shake take you to the crib, we can fuck 'til the bed break uh, we can fuck until your pussy ache think about the type right now, girl, mastur (uh uh) bate for a nigga freak you in the clubs stop worrying about them other hoes it's me in your world work that clit cum girl cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl cum when you're feeling good, lick it all off catch it in your mouth, like your last name moss play with the nitty girl, stick it on in i'm feeling real freaky girl, bring your friends i'm 'bout to knock 'em down like 1, 2, 3 it ain't nothin' to a pimp, girl, play with the g-spot make it hot, gon on, get your girl, sheryl bring your clique cum girl and i'ma make 'em all cum beat it like mr. collipark on the drums i'mma beat it like mike when he fucked billie jean work it, work it, work it, til you make that pussy cream move it to the right, move your finger to the left work it all around til your ass outta breath i ain't tripping on ya baby, put some dick in your world work that clit cum girl cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl bend it on over, lemme see it from the back work your thumb in it girl, i love it like that freaky ass hoes love freaky ass men baby work it slow, lemme see it going in then you pull it out, put your fingers in your mouth you make a nigga wanna fuck your ass on the couch while we're still in the club, show your pussy love work that clit cum girl go on and hit the dance floor open up wide, lemme show you what's it made for uh, work your finger like a donkey lemme see you play, play with your monkey damn, cause your ass so chunky bring it here sweaty, cause i love it when it's funky i'ma put some dick in your world work that clit cum girl cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat cum girl, i'm tryna get your pussy wet work that, lemme see you drip sweat gon play with it gon play with it gon play with it gon play with it gon play with it work that clit cum girl work that clit cum girl","{'2005-12-03': 43, '2005-11-26': 36, '2005-11-19': 25, '2005-11-12': 17, '2005-11-05': 14, '2005-10-29': 11, '2005-10-22': 10, '2005-10-15': 7, '2005-10-08': 8, '2005-10-01': 10, '2005-09-24': 14, '2005-09-17': 18, '2005-09-10': 16, '2005-09-03': 24, '2005-08-27': 26, '2005-08-20': 34, '2005-08-13': 47, '2005-08-06': 55, '2005-07-30': 68, '2005-07-23': 90}","{'2005-12-03': 7, '2005-11-26': 7, '2005-11-19': 7, '2005-11-12': 7, '2005-11-05': 7, '2005-10-29': 7, '2005-10-22': 7, '2005-10-15': 7, '2005-10-08': 8, '2005-10-01': 10, '2005-09-24': 14, '2005-09-17': 16, '2005-09-10': 16, '2005-09-03': 24, '2005-08-27': 26, '2005-08-20': 34, '2005-08-13': 47, '2005-08-06': 55, '2005-07-30': 68, '2005-07-23': 90}","{'2005-12-03': 20, '2005-11-26': 19, '2005-11-19': 18, '2005-11-12': 17, '2005-11-05': 16, '2005-10-29': 15, '2005-10-22': 14, '2005-10-15': 13, '2005-10-08': 12, '2005-10-01': 11, '2005-09-24': 10, '2005-09-17': 9, '2005-09-10': 8, '2005-09-03': 7, '2005-08-27': 6, '2005-08-20': 5, '2005-08-13': 4, '2005-08-06': 3, '2005-07-30': 2, '2005-07-23': 1}","{'2005-12-03': 36.0, '2005-11-26': 25.0, '2005-11-19': 17.0, '2005-11-12': 14.0, '2005-11-05': 11.0, '2005-10-29': 10.0, '2005-10-22': 7.0, '2005-10-15': 8.0, '2005-10-08': 10.0, '2005-10-01': 14.0, '2005-09-24': 18.0, '2005-09-17': 16.0, '2005-09-10': 24.0, '2005-09-03': 26.0, '2005-08-27': 34.0, '2005-08-20': 47.0, '2005-08-13': 55.0, '2005-08-06': 68.0, '2005-07-30': 90.0, '2005-07-23': nan}","['conscious hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2000.0,2005-01-01,"{'danceability': 0.837, 'energy': 0.658, 'key': 1, 'loudness': -8.013, 'mode': 0, 'speechiness': 0.126, 'acousticness': 0.000213, 'instrumentalness': 0.122, 'liveness': 0.243, 'valence': 0.586, 'tempo': 95.027, 'type': 'audio_features', 'id': '5CWyE2OcZI1HVnHBh4RrKF', 'uri': 'spotify:track:5CWyE2OcZI1HVnHBh4RrKF', 'track_href': 'https://api.spotify.com/v1/tracks/5CWyE2OcZI1HVnHBh4RrKF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5CWyE2OcZI1HVnHBh4RrKF', 'duration_ms': 230133, 'time_signature': 4}",230133.0,95.027,4.0
Home,Michael Buble,https://genius.com/Michael-buble-home-lyrics,"[('[Verse 1]', ""another  summer  day has come and gone away in paris and rome, but i wanna go home, mmm may be surrounded by a million people, i still feel all alone i just wanna go home oh, i miss you, you know and i've been keeping all the letters that i wrote to you each one a line or two i'm fine, baby, how are you? well, i would send them, but i know that it's just not enough my words were cold and flat and you deserve more than that another aeroplane, another sunny place i'm lucky, i know, but i wanna go home mmm, i got to go home""), ('[Chorus]', ""let me go home i'm just too far from where you are i wanna come home""), ('[Verse 2]', ""and i feel just like i'm living someone else's life it's like i just stepped outside when everything was going right and i know just why you could not come along with me that this was not your dream but you always believed in me another  winter day  has come and gone away in either paris or rome, and i wanna go home let me go home and i'm surrounded by a million people, i i still feel alone oh, let me go home oh, i miss you, you know""), ('[Chorus]', ""let me go home i've had my run and baby, i'm  done i gotta go home let me go home""), ('[Outro]', ""it'll all be alright i'll be home tonight i'm coming back home"")]","another  summer  day has come and gone away in paris and rome, but i wanna go home, mmm may be surrounded by a million people, i still feel all alone i just wanna go home oh, i miss you, you know and i've been keeping all the letters that i wrote to you each one a line or two i'm fine, baby, how are you? well, i would send them, but i know that it's just not enough my words were cold and flat and you deserve more than that another aeroplane, another sunny place i'm lucky, i know, but i wanna go home mmm, i got to go home let me go home i'm just too far from where you are i wanna come home and i feel just like i'm living someone else's life it's like i just stepped outside when everything was going right and i know just why you could not come along with me that this was not your dream but you always believed in me another  winter day  has come and gone away in either paris or rome, and i wanna go home let me go home and i'm surrounded by a million people, i i still feel alone oh, let me go home oh, i miss you, you know let me go home i've had my run and baby, i'm  done i gotta go home let me go home it'll all be alright i'll be home tonight i'm coming back home","{'2005-12-03': 84, '2005-11-26': 80, '2005-11-19': 75, '2005-11-12': 72, '2005-11-05': 85, '2005-10-29': 80, '2005-10-22': 86, '2005-10-15': 89, '2005-10-08': 89, '2005-10-01': 85, '2005-09-24': 80, '2005-09-17': 85, '2005-09-10': 81, '2005-09-03': 91, '2005-08-13': 96, '2005-07-30': 97, '2005-07-02': 97, '2005-06-18': 100, '2005-05-28': 97, '2005-05-21': 98}","{'2005-12-03': 72, '2005-11-26': 72, '2005-11-19': 72, '2005-11-12': 72, '2005-11-05': 80, '2005-10-29': 80, '2005-10-22': 80, '2005-10-15': 80, '2005-10-08': 80, '2005-10-01': 80, '2005-09-24': 80, '2005-09-17': 81, '2005-09-10': 81, '2005-09-03': 91, '2005-08-13': 96, '2005-07-30': 97, '2005-07-02': 97, '2005-06-18': 97, '2005-05-28': 97, '2005-05-21': 98}","{'2005-12-03': 20, '2005-11-26': 19, '2005-11-19': 18, '2005-11-12': 17, '2005-11-05': 16, '2005-10-29': 15, '2005-10-22': 14, '2005-10-15': 13, '2005-10-08': 12, '2005-10-01': 11, '2005-09-24': 10, '2005-09-17': 9, '2005-09-10': 8, '2005-09-03': 7, '2005-08-13': 6, '2005-07-30': 5, '2005-07-02': 4, '2005-06-18': 3, '2005-05-28': 2, '2005-05-21': 1}","{'2005-12-03': 80.0, '2005-11-26': 75.0, '2005-11-19': 72.0, '2005-11-12': 85.0, '2005-11-05': 80.0, '2005-10-29': 86.0, '2005-10-22': 89.0, '2005-10-15': 89.0, '2005-10-08': 85.0, '2005-10-01': 80.0, '2005-09-24': 85.0, '2005-09-17': 81.0, '2005-09-10': 91.0, '2005-09-03': nan, '2005-08-13': nan, '2005-07-30': nan, '2005-07-02': nan, '2005-06-18': nan, '2005-05-28': 98.0, '2005-05-21': nan}","['adult standards', 'canadian pop', 'jazz pop', 'lounge']",2000.0,2005-02-07,"{'danceability': 0.608, 'energy': 0.37, 'key': 7, 'loudness': -9.207, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.844, 'instrumentalness': 1.87e-05, 'liveness': 0.112, 'valence': 0.349, 'tempo': 127.631, 'type': 'audio_features', 'id': '4wLZ4zPM9c4oe1VV8ejdWV', 'uri': 'spotify:track:4wLZ4zPM9c4oe1VV8ejdWV', 'track_href': 'https://api.spotify.com/v1/tracks/4wLZ4zPM9c4oe1VV8ejdWV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4wLZ4zPM9c4oe1VV8ejdWV', 'duration_ms': 225907, 'time_signature': 4}",225907.0,127.631,4.0
Cool,Gwen Stefani,https://genius.com/Gwen-stefani-cool-lyrics,"[('[Verse 1]', ""it's hard to remember how it felt before now i’ve found the love of my life passes, things get more comfortable everything is going right""), ('[Chorus 1]', ""and after all the obstacles it's good to see you now with someone else and it's such a miracle that you and me are still good friends after all that we've been through i know we're cool i know we're cool""), ('[Verse 2]', 'and we used to think it was impossible now you call me by my new last name memories seem like so long ago time always kills the pain'), ('[Chorus 2]', ""remember harbor boulevard? the dreaming days where the mess was made look how all the kids have grown we have changed, but we're still the same after all that we've been through i know we're cool i know we're cool yeah, i know we're cool""), ('[Chorus 3]', ""and i'll be happy for you if you can be happy for me circles and triangles and now we're hangin' out with your new girlfriend so far from where we've been i know we're cool i know we're cool""), ('[Outro]', ""c-cool, uh-uh, i know we're cool, uh-uh i-i know we're cool c-cool, yeah, i know we're cool me and you"")]","it's hard to remember how it felt before now i’ve found the love of my life passes, things get more comfortable everything is going right and after all the obstacles it's good to see you now with someone else and it's such a miracle that you and me are still good friends after all that we've been through i know we're cool i know we're cool and we used to think it was impossible now you call me by my new last name memories seem like so long ago time always kills the pain remember harbor boulevard? the dreaming days where the mess was made look how all the kids have grown we have changed, but we're still the same after all that we've been through i know we're cool i know we're cool yeah, i know we're cool and i'll be happy for you if you can be happy for me circles and triangles and now we're hangin' out with your new girlfriend so far from where we've been i know we're cool i know we're cool c-cool, uh-uh, i know we're cool, uh-uh i-i know we're cool c-cool, yeah, i know we're cool me and you","{'2005-11-26': 64, '2005-11-19': 57, '2005-11-12': 57, '2005-11-05': 50, '2005-10-29': 37, '2005-10-22': 34, '2005-10-15': 28, '2005-10-08': 25, '2005-10-01': 21, '2005-09-24': 20, '2005-09-17': 21, '2005-09-10': 21, '2005-09-03': 13, '2005-08-27': 19, '2005-08-20': 23, '2005-08-13': 26, '2005-08-06': 35, '2005-07-30': 50, '2005-07-23': 64, '2005-07-16': 86}","{'2005-11-26': 13, '2005-11-19': 13, '2005-11-12': 13, '2005-11-05': 13, '2005-10-29': 13, '2005-10-22': 13, '2005-10-15': 13, '2005-10-08': 13, '2005-10-01': 13, '2005-09-24': 13, '2005-09-17': 13, '2005-09-10': 13, '2005-09-03': 13, '2005-08-27': 19, '2005-08-20': 23, '2005-08-13': 26, '2005-08-06': 35, '2005-07-30': 50, '2005-07-23': 64, '2005-07-16': 86}","{'2005-11-26': 20, '2005-11-19': 19, '2005-11-12': 18, '2005-11-05': 17, '2005-10-29': 16, '2005-10-22': 15, '2005-10-15': 14, '2005-10-08': 13, '2005-10-01': 12, '2005-09-24': 11, '2005-09-17': 10, '2005-09-10': 9, '2005-09-03': 8, '2005-08-27': 7, '2005-08-20': 6, '2005-08-13': 5, '2005-08-06': 4, '2005-07-30': 3, '2005-07-23': 2, '2005-07-16': 1}","{'2005-11-26': 57.0, '2005-11-19': 57.0, '2005-11-12': 50.0, '2005-11-05': 37.0, '2005-10-29': 34.0, '2005-10-22': 28.0, '2005-10-15': 25.0, '2005-10-08': 21.0, '2005-10-01': 20.0, '2005-09-24': 21.0, '2005-09-17': 21.0, '2005-09-10': 13.0, '2005-09-03': 19.0, '2005-08-27': 23.0, '2005-08-20': 26.0, '2005-08-13': 35.0, '2005-08-06': 50.0, '2005-07-30': 64.0, '2005-07-23': 86.0, '2005-07-16': nan}","['dance pop', 'pop', 'post-teen pop']",2000.0,2004-11-23,"{'danceability': 0.709, 'energy': 0.721, 'key': 2, 'loudness': -3.52, 'mode': 1, 'speechiness': 0.0281, 'acousticness': 0.0322, 'instrumentalness': 0.000309, 'liveness': 0.355, 'valence': 0.801, 'tempo': 112.019, 'type': 'audio_features', 'id': '469RmLzEsicj8VSn9aIuKV', 'uri': 'spotify:track:469RmLzEsicj8VSn9aIuKV', 'track_href': 'https://api.spotify.com/v1/tracks/469RmLzEsicj8VSn9aIuKV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/469RmLzEsicj8VSn9aIuKV', 'duration_ms': 189333, 'time_signature': 4}",189333.0,112.019,4.0
